STUD_ID|CPNT_TYP_ID|CPNT_ID|REV_DTE|CMPL_STAT_ID|COMPL_DTE|COMPL_DTE_TIMEZONE|LST_UPD_USR|GRADE|REV_NUM|CREDIT_HRS|CPE_HRS|CONTACT_HRS|TOTAL_HRS|INST_N:00 AME|COMMENTS|ES_USER_N:00 AME|ESIG_MEANING_CODE_ID|ESIG_MESSAGE|SCHD_ID|INCLUDE_IN_GOVT_REPORTING|PROGR:00 AM1_2483_ID|PROGR:00 AM1_HRS|PROGR:00 AM1_TRAINING_FUNDING_ID|PROGR:00 AM1_HOURS_DURING_WORK|HOURS_OUTSIDE_OF_WORK|PROGR:00 AM2_2483_ID|PROGR:00 AM2_HRS|PROGR:00 AM2_TRAINING_FUNDING_ID|PROGR:00 AM2_HOURS_DURING_WORK|PROGR:00 AM2_HOURS_OUTSIDE_OF_WORK|PROGR:00 AM3_2483_ID|PROGR:00 AM3_HRS|PROGR:00 AM3_TRAINING_FUNDING_ID|PROGR:00 AM3_HOURS_DURING_WORK|PROGR:00 AM3_HOURS_OUTSIDE_OF_WORK|HOURLY_RATE|HOURLY_RATE_CURRENCY|LGL_ENTITY_2483_ID|EMP_CLASS_2483_ID|TRAINING_ACTION_CATEGORY_ID|TRAINING_PURPOSE_ID|ADJUSTED_HOURLY_RATE|ADJUSTED_HOURLY_RATE_CURRENCY|!##!
csanto|Material|a3ebf0b5-9986-490a-a211-ecc204849b6c||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Material|3a2f244f-0d59-46a7-84b2-fa99bf778185||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Nota|7e8ce85a-e9c5-4a38-811d-17a36732a6df||Nota-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Nota|b8eb2ffa-09d4-49f6-8b3d-fa6a2983e8e3||Nota-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Sesión|8ccf9cb1-f41a-43cd-a190-5b0e9f2b65fa||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Sesión|0a4140d0-8dc1-4419-9eaf-8e853239220b||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Sesión|1006ad7a-6102-4c74-bfd1-906782b9c4c0||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csanto|Sesión|a274df89-02b4-4f22-86ad-de040ec506ad||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|c8149d56-cc0f-4399-b01a-e605fc7bdc75||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|c8149d56-cc0f-4399-b01a-e605fc7bdc75||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|c8149d56-cc0f-4399-b01a-e605fc7bdc75||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschnaidt@demo.com|Prueba|c8149d56-cc0f-4399-b01a-e605fc7bdc75||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cscholl|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cscholl|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cscholl|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cscholl|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cscholl|Sesión|d4e0a64b-befd-4635-bdea-fb26f54a29e4||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschulz|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschulz|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschulz|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschulz|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cschulz|Sesión|d4e0a64b-befd-4635-bdea-fb26f54a29e4||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|7c5d6d3e-153c-4a2b-98de-1d791660988a||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|c12208b4-b876-4bca-9ef2-4efd0836cbcb||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|3e6ecafc-70de-4428-a218-728d6811a394||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|4395bcf9-ec3f-4794-86b8-c43d4229ae5c||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|5970a483-7bbf-4691-bfa3-c7eaf471044e||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|53c4e4fe-d0c6-4df9-babc-d79ba7e903ea||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|81ed7b51-f5cc-4d1d-a872-dfd56bfac17c||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Clase en lC-nea|af3ebd16-56c5-409c-81d4-fc03eb58b3f8||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|bfbcf3da-09e1-431d-886e-150f2ad325a6||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|d85aed90-393a-4fae-98d9-71e2fcd374ce||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|d85aed90-393a-4fae-98d9-71e2fcd374ce||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|22755c51-a37d-42bd-9351-87fff6c6e01a||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|22755c51-a37d-42bd-9351-87fff6c6e01a||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Evento|7c770110-f366-4d05-b358-90ca00edd50d||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Material|b494ff03-0b24-4fab-8e56-000e01ed8870||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Material|1faeb0dc-4e33-41d0-ac7a-0975cbcc79ba||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Material|5fdaf94e-988a-4c6c-834d-535872c5aeb8||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Nota|64060001-ba56-4ef8-ab43-06776e4daa9d||Nota-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Nota|d6bcdb2b-63a7-4223-aea7-d6bb44d282ec||Nota-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Prueba|c8149d56-cc0f-4399-b01a-e605fc7bdc75||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|a954fdd5-6691-4bb8-ad6b-10b437741daf||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|965691ce-37b6-4bb4-a5bb-22afc80dda40||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|8ccf9cb1-f41a-43cd-a190-5b0e9f2b65fa||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|5d510bd1-bed2-4c2e-a0dd-746b45ddbd3f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|0a4140d0-8dc1-4419-9eaf-8e853239220b||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|ae69ff3b-e444-45c7-bf76-9d9ac3c65e80||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|2bdf0dae-9b85-47c4-adad-e08dd69eb918||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|b82f22e1-55b9-47cd-807d-e632332058f4||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Sesión|e28b9429-5921-4089-b332-f08f8a4b1b62||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csimms|Video|1ffeb147-6e2d-4bcd-b71c-5cdb4be096e0||Video-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith|Clase en lC-nea|5970a483-7bbf-4691-bfa3-c7eaf471044e||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith|Material|5fdaf94e-988a-4c6c-834d-535872c5aeb8||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith@csod.com|Prueba|43a03303-9830-439a-b099-3779b886d681||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith@csod.com|Prueba|9cec448c-4afd-48e9-a004-7476839b3530||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith@gmal.com|Prueba|43a03303-9830-439a-b099-3779b886d681||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csmith@gmal.com|Prueba|9cec448c-4afd-48e9-a004-7476839b3530||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CSoare|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CSoare|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CSoare|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CSoare|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CSoare|Sesión|d4e0a64b-befd-4635-bdea-fb26f54a29e4||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csodbradpitt@gmail.com|Prueba|f6381be6-9beb-4add-a079-21a44e36b22c||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
csodbradpitt@gmail.com|Prueba|c8149d56-cc0f-4399-b01a-e605fc7bdc75||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Evento|22755c51-a37d-42bd-9351-87fff6c6e01a||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Evento|489c8361-a80e-410e-958b-bfa2f0c8cdd7||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Material|f07b666f-1764-43cd-a013-c7cf0d84fd9b||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Sesión|e0f229c8-7756-4ab0-8b92-3b307bb828f7||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Sesión|33dfabcc-bee1-444d-9a9d-652183eb182d||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Sesión|bb651d30-1312-4a54-b76a-a63738cd85bf||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cstone|Sesión|3721109b-76eb-450c-9d77-b0c8f0e98a8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cszabo|Clase en lC-nea|5970a483-7bbf-4691-bfa3-c7eaf471044e||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cszabo|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cszabo|Material|5fdaf94e-988a-4c6c-834d-535872c5aeb8||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cszabo|Material|924579e0-75b3-4613-8c1f-8f71927ebab9||Material-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cszabo|Sesión|d06d75bf-c494-49be-90f3-279d072da462||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|8214abdf-bc44-460c-b522-0ba6849d397f||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|4f67ecb5-6c2c-4293-a9d4-15552d085cf9||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Clase en lC-nea|83cc4508-cff7-4cc2-8552-bbcce8b410ee||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Prueba|072ba2a1-1e61-49e7-b31a-5cf436168a52||Prueba-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cthomas|Sesión|d4e0a64b-befd-4635-bdea-fb26f54a29e4||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CWestwood|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CWestwood|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CWestwood|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CWestwood|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
CWestwood|Sesión|d4e0a64b-befd-4635-bdea-fb26f54a29e4||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cwong|Clase en lC-nea|6622d4c7-5aef-442a-86ff-2d9eb768779b||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cwong|Clase en lC-nea|14f23fe6-9adc-4fc3-b554-30cc630a0c40||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cwong|Evento|7c770110-f366-4d05-b358-90ca00edd50d||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cwong|Seguidor|0761d23f-2fb2-49ab-889a-fb3cc0c24a4e||Seguidor-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
cwong|Sesión|98e79020-7fb8-4350-8c10-fc3a8bb0765c||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Evento|14f0a40b-985c-4fa2-a00a-1cac61e00f59||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Evento|35d7308a-6423-4eeb-b909-3982955d960c||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Evento|22755c51-a37d-42bd-9351-87fff6c6e01a||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Sesión|a3f6dfe8-aaee-4efe-9150-840a4151715a||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Sesión|249c712b-4867-4629-ac4d-9df12e918197||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Sesión|a091d272-56d7-48a1-b39f-b95ca4ce8c66||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dadmin|Sesión|ce9fd06a-ac4a-4d0f-b2bf-d705dc080341||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
danamontes|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
danamontes|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
danamontes|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
danamontes|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
danamontes|Sesión|ce9fd06a-ac4a-4d0f-b2bf-d705dc080341||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dannydevida|Clase en lC-nea|cbfdba01-aba9-492a-8d9c-39f25230f269||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dannydevida|Clase en lC-nea|01b444eb-b6f1-424a-8f66-4dd8a00510b7||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dannydevida|Clase en lC-nea|b3aaff5f-6633-4430-9cae-7f7f14125057||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dannydevida|Evento|bb65ac5b-a6d4-47dd-9298-38e66c14c9b3||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dannydevida|Sesión|ce9fd06a-ac4a-4d0f-b2bf-d705dc080341||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Clase en lC-nea|5970a483-7bbf-4691-bfa3-c7eaf471044e||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Clase en lC-nea|d1efdbbe-8a56-45ad-9ca7-d16e8f7e47de||Clase en lC-nea-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|e40973d4-5b64-4c52-ae61-0a2c53fa4c01||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|5f8c54d4-4cc8-4d47-ae7d-237507f020bb||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|d85aed90-393a-4fae-98d9-71e2fcd374ce||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|22755c51-a37d-42bd-9351-87fff6c6e01a||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Evento|844862c1-4241-4a96-aba1-ba198bac366f||Evento-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|ea097ea4-c2a3-48d8-a67f-1847d6c120c9||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|20afd402-1826-4195-aac3-2ad53b4eb70b||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|33dfabcc-bee1-444d-9a9d-652183eb182d||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|6f714516-f1a0-4afb-a8a2-723cc77e1be7||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|c06cebf0-9651-4790-9f7d-8527da6cb7e8||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|bb651d30-1312-4a54-b76a-a63738cd85bf||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
dbarden|Sesión|3721109b-76eb-450c-9d77-b0c8f0e98a8f||Sesión-Terminado|ENE-13-2021 13:00:00||||||||||||||||||||||||||||||||||||||||!##!
